id,title,author,first_publish_year,rating,author_encoded,cluster
2417,Space Cadet,Robert A. Heinlein,1948,4.0,28,0
2418,La Folle de Maigret,Georges Simenon,1970,5.0,45,1
2419,Gone tomorrow,Lee Child,2008,5.0,24,1
2420,The Glass Palace,Amitav Ghosh,2000,5.0,4,1
2421,Tears of the Moon,Nora Roberts,2000,4.0,89,2
2422,London Transports,Maeve Binchy,1980,4.0,19,4
2423,Tales from the Perilous Realm,J.R.R. Tolkien,1993,4.0,14,4
2424,House Divided,Pearl S. Buck,1935,4.0,14,0
2425,Black Sheep,Georgette Heyer,1966,5.0,23,1
2426,Monsignor Quixote,Graham Greene,1982,4.0,20,4
2427,Breakfast of Champions,Kurt Vonnegut,1973,4.06,11,4
2428,Chocky,John Wyndham,1968,5.0,5,1
2429,Jubilee,Margaret Walker,1966,5.0,1,1
2430,Left Behind,Tim F. LaHaye,1995,4.0,1,4
2431,The twelve,Justin Cronin,2012,4.0,2,4
2432,All-of-a-Kind Family,Sydney Taylor,1951,5.0,1,3
2433,Lion in the valley,Elizabeth Peters,1986,5.0,3,1
2434,Darkest Hour,V. C. Andrews,1993,5.0,25,1
2435,Joyland,Stephen King,2011,4.0,70,2
2436,Billy Bathgate M/TV,E. L. Doctorow,1989,5.0,1,1
2437,Grimus,Salman Rushdie,1975,4.0,11,4
2438,Enduring Love,Ian McEwan,1984,5.0,12,1
2439,Beyaz kale,Orhan Pamuk,1985,5.0,6,1
2440,The Thousand Autumns of Jacob de Zoet,David Mitchell,2010,5.0,3,1
2441,This Present Darkness,Frank E. Peretti,1986,4.0,2,4
2442,"I, Alex Cross",James Patterson,2007,4.0,101,2
2443,There's a nightmare in my cupboard,Mercer Mayer,1968,5.0,1,1
2444,Hidden Jewel,V. C. Andrews,1995,5.0,25,1
2445,A treasure worth seeking,Sandra Brown,1982,4.0,43,4
2446,The Invasion,Katherine Applegate,1996,5.0,9,1
2447,Kill Alex Cross,James Patterson,2011,5.0,101,2
2448,Trading Up,Candace Bushnell,2002,4.0,7,4
2449,Triss (Redwall #15),Brian Jacques,2002,5.0,15,1
2450,Two Little Girls in Blue,Mary Higgins Clark,2006,5.0,20,1
2451,The river between,Ngũgĩ wa Thiongʼo,1965,5.0,4,3
2452,Around the World in 80 Days,Jules Verne,1988,5.0,11,1
2453,Ceremony in Death,Nora Roberts,1997,5.0,89,2
2454,The last precinct,Patricia Cornwell,2000,5.0,3,1
2455,The man from Glengarry,Ralph Connor,1901,4.0,1,0
2456,Tales of Mystery and Imagination [29 stories],Edgar Allan Poe,1902,5.0,14,3
2457,The Sword of Summer,Rick Riordan,2015,5.0,18,1
2458,Too Much Happiness,Alice Munro,2009,4.0,11,4
2459,In the Hand of the Goddess,Tamora Pierce,1984,4.0,9,4
2460,To Ride Pegasus (The Talent #1),Anne McCaffrey,1973,5.0,25,1
2461,The Death Committee,Noah Gordon,1969,4.0,4,4
2462,Icebound,Dean Koontz,1976,5.0,48,2
2463,Герой нашего времени,Михаил Юрьевич Лермонтов,1916,5.0,1,3
2464,Maximum Bob,Elmore Leonard,1991,4.0,19,4
2465,The Blood of Olympus,Rick Riordan,2001,5.0,18,1
2466,Captain Underpants and the Sensational Saga of Sir Stinks-A-Lot,Dav Pilkey,2015,5.0,22,1
2467,The Cat in the Hat Comes Back,Dr. Seuss,1958,4.0,16,0
2468,How to Catch a Star,Oliver Jeffers,2004,4.0,3,4
2469,The view from Saturday,E. L. Konigsburg,1996,4.0,2,4
2470,The First Four Years,Laura Ingalls Wilder,1953,5.0,9,3
2471,Slippery Slope,Lemony Snicket,2003,5.0,14,1
2472,Understood Betsy,Dorothy Canfield Fisher,1917,4.0,1,0
2473,Bringing the rain to Kapiti Plain,Verna Aardema,1981,4.0,2,4
2474,Black Hearts in Battersea (Wolves #2),Joan Aiken,1940,4.0,3,0
2475,Someone Like You [18 stories],Roald Dahl,1953,4.0,22,0
2476,Walking,Henry David Thoreau,1914,4.0,3,0
2477,Best Kept Secret,Jeffrey Archer,2001,5.0,24,1
2478,King Arthur and His Knights of the Round Table,Roger Lancelyn Green,1953,4.0,3,0
2479,The Werewolf of Fever Swamp,Robert Lawrence Stine,1993,4.0,33,4
2480,Black Dogs,Ian McEwan,1992,4.0,12,4
2481,The crossing,Cormac McCarthy,1994,5.0,6,1
2482,Zero Day,David Baldacci,2011,4.0,36,4
2483,Kinesen,Henning Mankell,2008,4.0,16,4
2484,The Paradise War (The Song of Albion #1),Stephen R. Lawhead,1991,5.0,4,1
2485,Devoted in Death,Nora Roberts,2015,5.0,89,2
2486,Kristin Lavransdatter III,Sigrid Undset,1922,5.0,1,3
2487,Phantom,Terry Goodkind,2006,5.0,12,1
2488,Absolutely Normal Chaos,Sharon Creech,1990,4.0,5,4
2489,Club dead,Charlaine Harris,2003,5.0,15,1
2490,The Last Enchantment,Mary Stewart,1979,5.0,16,1
2491,"Good Work, Secret Seven",Enid Blyton,1954,5.0,38,3
2492,The General of the Dead Army,Ismail Kadare,1963,5.0,1,3
2493,A Stranger at Green Knowe (Green Knowe Chronicles),Lucy M. Boston,1961,5.0,3,3
2494,İnce Memed,Yaşar Kemal,1900,5.0,1,3
2495,L'amore molesto,Elena Ferrante,1992,5.0,7,1
2496,Animal Farm / Nineteen Eighty-Four,George Orwell,1978,5.0,10,1
2497,"Go Ahead, Secret Seven",Enid Blyton,1953,5.0,38,3
2498,Prowadź swój pług przez kości umarłych,Olga Tokarczuk,2009,4.0,2,4
2499,"Ben, in the World",Doris Lessing,2000,5.0,8,1
2500,Paddy Clarke Ha Ha Ha,Roddy Doyle,1984,4.0,3,4
2501,Bend sinister,Vladimir Nabokov,1947,5.0,13,3
2502,The midnight folk,John Masefield,1927,5.0,3,3
2503,The Blunderer,Patricia Highsmith,1954,5.0,12,3
2504,Adrian Mole,Sue Townsend,1999,5.0,3,1
2505,Higglety pigglety pop!,Maurice Sendak,1920,5.0,7,3
2506,Vittorio the Vampire,Anne Rice,1999,5.0,23,1
2507,Secret for a Nightingale,Eleanor Alice Burford Hibbert,1986,4.0,7,4
2508,Lullaby,Chuck Palahniuk,2002,5.0,7,1
2509,Rurouni Kenshin,Nobuhiro Watsuki,1997,5.0,1,1
2510,Charlie Cook's favourite book,Julia Donaldson,2005,4.0,14,4
2511,The Wise Man’s Fear,Patrick Rothfuss,2011,5.0,2,1
2512,Twilight's Child,V. C. Andrews,1991,5.0,25,1
2513,"B is for Burglar (Kinsey Millhone, #2)",Sue Grafton,1982,4.0,7,4
2514,Untouchable [by] Mulk Raj Anand,Mulk Raj Anand,1933,5.0,1,3
2515,Magician,Raymond E. Feist,1982,4.0,8,4
2516,The Orphan Master's Son,Adam Johnson,2012,5.0,1,1
2517,The Navigator,Clive Cussler,2005,5.0,35,1
2518,"Madam, Will You Talk?",Mary Stewart,1954,5.0,16,3
2519,White Hot,Sandra Brown,2004,5.0,43,1
2520,Lonesome Road,Patricia Wentworth,1939,4.0,6,0
2521,True Grit,Charles Portis,1968,5.0,2,1
2522,Even Cowgirls Get the Blues,Tom Robbins,1976,5.0,3,1
2523,Motor Mouth,Janet Evanovich,2006,5.0,10,1
2524,Nach Mitternacht,Irmgard Keun,1937,4.0,2,0
2525,The Martian Way and Other Stories (Deep / Martian Way / Sucker Bait / Youth),Isaac Asimov,1955,4.0,25,0
2526,Nothing like the sun,Anthony Burgess,1964,5.0,5,3
2527,"Mr. Brown Can Moo, Can You? (Bright & Early Book)",Dr. Seuss,1970,5.0,16,1
2528,Charade,Sandra Brown,1994,5.0,43,1
2529,Krondor,Raymond E. Feist,2000,4.0,8,4
2530,Monster,Walter Dean Myers,1999,5.0,1,1
2531,Lost and found,Oliver Jeffers,2005,5.0,3,1
2532,The Fix,David Baldacci,2017,5.0,36,1
2533,The Saturdays,Elizabeth Enright,1923,5.0,5,3
2534,Rosie's walk,Pat Hutchins,1967,4.0,1,4
2535,The Memoirs of Cleopatra,Margaret George,1997,4.0,1,4
2536,Brandvägg,Henning Mankell,1998,4.0,16,4
2537,The return of Don Quixote,Gilbert Keith Chesterton,1927,4.0,15,0
2538,The Dark Forest (The Three-Body Problem Series Book 2),刘慈欣,2008,5.0,4,1
2539,Chainfire,Terry Goodkind,2005,5.0,12,1
2540,Gentlehands,M. E. Kerr,1978,5.0,1,1
2541,The Sea of Adventure,Enid Blyton,1948,5.0,38,3
2542,Trout Fishing in America,Richard Brautigan,1967,4.0,1,4
2543,Journey Under The Sea,R. A. Montgomery,1977,5.0,1,1
2544,Knight's Gambit,William Faulkner,1919,4.0,12,0
2545,Watchmen,Alan Moore,1987,4.38,4,4
2546,Lonesome Traveler,Jack Kerouac,1960,4.0,10,0
2547,The Berlin Stories,Christopher Isherwood,1935,4.0,5,0
2548,Death's End (The Three-Body Problem Series Book 3),刘慈欣,2010,5.0,4,1
2549,Stand on Zanzibar,John Brunner,1968,5.0,2,1
2550,The Unconsoled,Kazuo Ishiguro,1988,5.0,8,1
2551,The Lords of the North,Bernard Cornwell,2006,5.0,27,1
2552,Maigret à New York,Georges Simenon,1947,5.0,45,3
2553,La guinguette à deux sous,Georges Simenon,1931,4.0,45,0
2554,Just one look,Harlan Coben,2001,5.0,16,1
2555,Shadow of the Hegemon,Orson Scott Card,2001,5.0,16,1
2556,Shaman,Noah Gordon,1992,5.0,4,1
2557,Four Great Tragedies (Hamlet / King Lear / Macbeth / Othello),William Shakespeare,1924,4.0,41,0
2558,Schatten im Paradies,Erich Maria Remarque,1971,5.0,11,1
2559,Comment voyager avec un saumon,Umberto Eco,1992,4.0,8,4
2560,Strip tease,Carl Hiaasen,1993,4.0,10,4
2561,High Deryni,Katherine Kurtz,1973,5.0,4,1
2562,"Here's to you, Rachel Robinson",Judy Blume,1993,5.0,17,1
2563,L'Hai Voluta La Vacanza Stilton?,Elisabetta Dami,2000,5.0,33,1
2564,Nine stories,J. D. Salinger,1953,5.0,4,3
2565,The Moviegoer,Walker Percy,1961,5.0,1,3
2566,The Deer Park,Norman Mailer,1955,4.0,3,0
2567,The Postman,David Brin,1985,5.0,3,1
2568,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996,3.86,1,4
2569,The Day of the Jackal,Frederick Forsyth,1971,4.0,1,4
2570,Lioness Rampant,Tamora Pierce,1988,4.0,9,4
2571,Rubinrot,Kerstin Gier,2009,5.0,1,1
2572,A Breath of Snow and Ashes,Diana Gabaldon,1992,5.0,3,1
2573,The Silent Patient,Alex Michaelides,2018,4.17,1,4
2574,Sharpe's Fury,Bernard Cornwell,2006,4.0,27,4
2575,Going after Cacciato,Tim O'Brien,1975,5.0,2,1
2576,Skeleton Key,Anthony Horowitz,1999,5.0,7,1
2577,A New Lease of Death,Ruth Rendell,1967,4.0,18,4
2578,The wasp factory,Iain Banks,1984,5.0,4,1
2579,Noble House,James Clavell,1981,5.0,4,1
2580,Then we came to the end,Joshua Ferris,2006,5.0,1,1
2581,That Old Ace in the Hole,Annie Proulx,2002,5.0,6,1
2582,Three Blind Mice and Other Stories [9 stories],Agatha Christie,1948,5.0,85,2
2583,The War Of The Worlds/The Time Machine,H. G. Wells,1956,5.0,24,3
2584,Honoured Enemy,Raymond E. Feist,2001,4.0,8,4
2585,The Help,Kathryn Stockett,2009,4.46,1,4
2586,Night school,Lee Child,2014,4.0,24,4
2587,The Surgeon's Mate,Patrick O'Brian,1980,5.0,21,1
2588,The Story of a Marriage,Andrew Sean Greer,2008,5.0,2,1
2589,Deryni Checkmate,Katherine Kurtz,1972,5.0,4,1
2590,Trojan Odysey,Clive Cussler,2003,4.0,35,4
2591,Night Chills,Dean Koontz,1976,4.0,48,4
2592,Rainbow six,Tom Clancy,1998,5.0,12,1
2593,The 8th confession,James Patterson,1998,4.0,101,2
2594,Worst Case,James Patterson,2010,5.0,101,2
2595,Focus,Arthur Miller,1945,5.0,4,3
2596,The unicorn; a novel,Iris Murdoch,1963,5.0,9,3
2597,The dark frigate,Charles Boardman Hawes,1923,4.0,1,0
2598,The Letter of Marque,Patrick O'Brian,1989,5.0,21,1
2599,Homo Faber,Max Frisch,1957,5.0,2,3
2600,Drôle de garçon,Shyam Selvadurai,1994,5.0,1,1
2601,Ho kapetan Michalēs,Nikos Kazantzakis,1901,4.0,5,0
2602,7th Heaven,James Patterson,1998,5.0,101,2
2603,Demon Seed,Dean Koontz,1973,4.0,48,4
2604,The Face of Fear,Dean Koontz,1977,4.0,48,4
2605,Twilight Eyes,Dean Koontz,1985,5.0,48,2
2606,The Door to December,Dean Koontz,1985,4.0,48,4
2607,The Mask,Dean Koontz,1981,5.0,48,2
2608,The cruel sea,Nicholas Monsarrat,1951,4.0,1,0
2609,Polismördaren,Maj Sjöwall,1974,4.0,10,4
2610,The Magic School Bus,Joanna Cole,1990,5.0,1,1
2611,The Sheik,E. M. Hull,1919,5.0,1,3
2612,Friday,Robert A. Heinlein,1982,5.0,28,1
2613,Norse Mythology,Neil Gaiman,2016,5.0,15,1
2614,My Name is Asher Lev,Chaim Potok,1972,5.0,2,1
2615,Dragons of Winter Night,Margaret Weis,1985,4.0,8,4
2616,Bridge of Clay,Markus Zusak,2018,5.0,3,1
2617,Throne of Glass,Sarah J. Maas,2012,4.0,11,4
2618,Towers of Midnight,Robert Jordan,2010,4.0,15,4
2619,The Bridge in the Jungle,B. Traven,1929,5.0,3,3
2620,Sleeping beauties,Stephen King,2014,4.0,70,2
2621,"Lyle, Lyle, Crocodile",Bernard Waber,1965,4.0,2,4
2622,The Prydain Chronicles Book 4,Lloyd Alexander,1900,5.0,5,3
2623,Marina,Carlos Ruiz Zafón,2003,5.0,8,1
2624,Little blue and little yellow,Leo Lionni,1959,4.0,8,0
2625,The Serpent's Shadow,Rick Riordan,2012,5.0,18,1
2626,Till We Have Faces,C.S. Lewis,1956,5.0,14,3
2627,The Throne of Fire,Rick Riordan,2011,5.0,18,1
2628,Esperanza Rising,Pam Muñoz Ryan,2000,4.0,1,4
2629,Nate The Great (Nate The Great),Marjorie Weinman Sharmat,1972,5.0,2,1
2630,The mists of Avalon,Marion Zimmer Bradley,1979,5.0,6,1
2631,The Cry of the Owl,Patricia Highsmith,1962,4.0,12,4
2632,A Court of Mist and Fury,Sarah J. Maas,2014,4.0,11,4
2633,"Oh, the Places You'll Go!",Dr. Seuss,1990,5.0,16,1
2634,The Hostile Hospital,Lemony Snicket,2001,5.0,14,1
2635,The Carnivorous Carnival,Lemony Snicket,2002,5.0,14,1
2636,Mrs. Piggle-Wiggle,Betty MacDonald,1947,5.0,1,3
2637,Career of Evil,J. K. Rowling,2015,4.0,14,4
2638,The Adventures of Jimmie Dale,Frank L. Packard,1917,5.0,1,3
2639,The Stainless Steel Rat,Harry Harrison,1961,4.0,9,4
2640,The Black Unicorn,Terry Brooks,1987,4.0,14,4
2641,The Little Nugget,P. G. Wodehouse,1914,4.0,32,0
2642,Jeeves and the Feudal Spirit,P. G. Wodehouse,1954,4.0,32,0
2643,Lima's Red Hot Chilli,David Mills,1999,5.0,1,1
2644,Le petit Nicolas et les copains,Jean-Jacques Sempé,1963,5.0,3,3
2645,The pigman,Paul Zindel,1968,5.0,1,1
2646,Madame Serpent,Victoria Holt,1951,5.0,23,3
2647,More About Paddington CD,Michael Bond,1959,4.0,7,0
2648,¿Quién mató a Palomino Molero?,Mario Vargas Llosa,1986,4.0,16,4
2649,Normal People,Sally Rooney,2018,3.81,2,4
2650,The Adventures of Robin Hood,Roger Lancelyn Green,1956,4.0,3,0
2651,The Best of Me,Nicholas Sparks,2011,4.0,3,4
2652,El prisionero del cielo,Carlos Ruiz Zafón,1991,4.0,8,4
2653,A dog's journey,W. Bruce Cameron,2012,5.0,2,1
2654,Diggers,Terry Pratchett,1990,5.0,54,2
2655,End Game,David Baldacci,2017,5.0,36,1
2656,Dancer from the Dance,Andrew Holleran,1978,5.0,1,1
2657,Rant,Chuck Palahniuk,1998,5.0,7,1
2658,Pattern Recognition,William Gibson,2002,4.0,8,4
2659,A Column of Fire,Ken Follett,2017,5.0,20,1
2660,The Commodore,Patrick O'Brian,1994,5.0,21,1
2661,Rocket Ship Galileo,Robert A. Heinlein,1947,4.0,28,0
2662,Bank Shot,Donald E. Westlake,1972,5.0,4,1
2663,The Black Star Passes,John W. Campbell,1953,4.0,1,0
2664,The Wishing Chair Again,Enid Blyton,1950,5.0,38,3
2665,Sunrise,Karen Kingsbury,2002,5.0,6,1
2666,The Runaway Tractor,Heather Amery,1989,5.0,1,1
2667,Ricochet,Sandra Brown,2006,4.0,43,4
2668,Conversazione in Sicilia,Elio Vittorini,1945,4.0,1,0
2669,"Loves Enduring Promise (Love Comes Softly, Book 2)",Janette Oke,1979,4.0,4,4
2670,Waiting for Anya,Michael Morpurgo,1990,4.0,7,4
2671,Big Little Lies,Liane Moriarty,2014,4.31,2,4
2672,Z for Zachariah,Robert C. O'Brien,1975,4.0,2,4
2673,Across the river and into the trees,Ernest Hemingway,1950,4.0,13,0
2674,Pilgrim,Timothy Findley,1999,4.0,3,4
2675,"Gather, darkness!",Fritz Leiber,1950,4.0,10,0
2676,El oro del rey,Arturo Pérez-Reverte,2000,5.0,14,1
2677,What We Talk about When We Talk about Love,Raymond Carver,1981,5.0,1,1
2678,Winnie-the-Pooh and Some Bees,A. A. Milne,1975,4.0,10,4
2679,"To Sir, With Love",E. R. Braithwaite,1959,5.0,1,3
2680,The flivver king,Upton Sinclair,1937,4.0,6,0
2681,The killing edge,Heather Graham,2010,4.0,3,4
2682,Unspeakable,Sandra Brown,1998,5.0,43,1
2683,White Jazz,James Ellroy,1991,4.0,9,4
2684,Colas Breugnon,Romain Rolland,1919,4.0,2,0
2685,Deck the halls,Mary Higgins Clark,1992,4.0,20,4
2686,Hans Christian Andersen's The Fir Tree,Hans Christian Andersen,1960,4.0,9,0
2687,"Everything, Everything",Nicola Yoon,2015,5.0,2,1
2688,Blaze,Stephen King,2007,5.0,70,2
2689,Star Wars - Thrawn Trilogy - Dark Force Rising,Timothy Zahn,1992,5.0,3,1
2690,Running blind,Lee Child,2000,5.0,24,1
2691,Personal,Lee Child,2014,5.0,24,1
2692,The very lonely firefly,Eric Carle,1995,4.0,16,4
2693,Burning Chrome,William Gibson,1986,5.0,8,1
2694,The Face,Dean Koontz,2003,5.0,48,2
2695,First family,David Baldacci,2009,4.0,36,4
2696,Les Particules Elementaires,Michel Houellebecq,1998,4.0,6,4
2697,The full cupboard of life,Alexander McCall Smith,2003,5.0,13,1
2698,Nine tomorrows,Isaac Asimov,1959,4.0,25,0
2699,The People That Time Forgot,Edgar Rice Burroughs,1950,5.0,30,3
2700,Dear Life,Alice Munro,2000,5.0,11,1
2701,Blue at the Mizzen (Aubrey-Maturin),Patrick O'Brian,1999,5.0,21,1
2702,Caesar,Colleen McCullough,1997,5.0,6,1
2703,A Scanner Darkly,Philip K. Dick,1977,5.0,18,1
2704,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,1960,4.18,16,0
2705,Rum Punch,Elmore Leonard,1992,4.0,19,4
2706,One Day at a Time,Danielle Steel,2009,5.0,30,1
2707,The Woman Who Rides Like a Man,Tamora Pierce,1986,5.0,9,1
2708,The rebel angels,Robertson Davies,1981,4.0,6,4
2709,No place like home,Mary Higgins Clark,2005,5.0,20,1
2710,Valis,Philip K. Dick,1981,5.0,18,1
2711,A Boy's Own Story,Edmund White,1982,5.0,1,1
2712,The Double Image,Helen MacInnes,1966,4.0,7,4
2713,The Prestige,Christopher Priest,1901,4.0,1,0
2714,"Copy-Cat, and Other Stories",Mary Eleanor Wilkins Freeman,1914,5.0,6,3
2715,A Fire upon the Deep,Vernor Vinge,1992,4.0,1,4
2716,A Pack of Lies,Geraldine McCaughrean,1988,4.0,2,4
2717,Treachery in Death,Nora Roberts,2011,5.0,89,2
2718,Snuff,Terry Pratchett,2011,5.0,54,2
2719,Startide Rising,David Brin,1972,5.0,3,1
2720,Le charretier de 'La Providence',Georges Simenon,1931,4.0,45,0
2721,La danseuse du Gai-Moulin,Georges Simenon,1931,4.0,45,0
2722,"Maigret au ""Picratt's""",Georges Simenon,1951,4.0,45,0
2723,Maigret et le Tueur,Georges Simenon,1969,4.0,45,4
2724,Luftslottet som sprängdes,Stieg Larsson,2007,5.0,3,1
2725,The Shore Road Mystery,Franklin W. Dixon,1928,5.0,10,3
2726,A Separate Peace,John Knowles,1966,3.6,2,4
2727,Smoke and Mirrors,Neil Gaiman,1998,4.0,15,4
2728,The Target,David Baldacci,2004,5.0,36,1
2729,Tau Zero,Poul Anderson,1970,4.0,4,4
2730,Zahradníkův rok,Karel Čapek,1929,5.0,3,3
2731,Pronto,Elmore Leonard,1993,4.0,19,4
2732,Lucky You,Carl Hiaasen,1997,4.0,10,4
2733,The wars,Timothy Findley,1977,5.0,3,1
2734,Hudson River bracketed,Edith Wharton,1929,5.0,9,3
2735,The green years,A. J. Cronin,1944,4.0,5,0
2736,Johnny Panic and the Bible of Dreams,Sylvia Plath,1975,4.0,2,4
2737,Ronja rövardotter,Astrid Lindgren,1981,5.0,9,1
2738,Bokhandleren i Kabul,Åsne Seierstad,2002,4.0,1,4
2739,The Grave Tattoo,Val McDermid,2006,4.0,8,4
2740,The Colorado Kid,Stephen King,1978,4.0,70,2
2741,The Greatest Salesman in the World,Og Mandino,1968,5.0,1,1
2742,The Skies of Pern,Anne McCaffrey,2001,5.0,25,1
2743,Snow in April,Rosamunde Pilcher,1972,4.0,12,4
2744,Grey,E. L. James,2015,5.0,1,1
2745,Slow Man,J. M. Coetzee,2004,5.0,9,1
2746,The Power,Naomi Alderman,1998,4.0,2,4
2747,Theatre,William Somerset Maugham,1937,5.0,13,3
2748,Something Rotten,Jasper Fforde,2004,4.0,4,4
2749,Czas pogardy,Andrzej Sapkowski,1995,5.0,2,1
2750,Thomas and Friends,Reverend W. Awdry,2003,5.0,3,1
2751,Indelible,Karin Slaughter,2004,5.0,4,1
2752,The Ides of March,Thornton Wilder,1948,5.0,4,3
2753,A summer to die,Lois Lowry,1977,5.0,7,1
2754,Holiday in Death,Nora Roberts,1998,5.0,89,2
2755,Sundays at Tiffany's,James Patterson,2008,5.0,101,2
2756,True Blue,David Baldacci,2009,4.0,36,4
2757,To the hilt,Dick Francis,1931,5.0,24,3
2758,Catwings,Ursula K. Le Guin,1988,4.0,15,4
2759,One Fifth Avenue,Candace Bushnell,2008,5.0,7,1
2760,Born in Death,Nora Roberts,2006,5.0,89,2
2761,Cross Country,James Patterson,2008,4.0,101,2
2762,Promise Me,Harlan Coben,2006,5.0,16,1
2763,The Scarecrow Walks at Midnight,Robert Lawrence Stine,1994,5.0,33,1
2764,Mephisto,Klaus Mann,1936,4.0,1,0
2765,"Stiff Upper Lip, Jeeves",P. G. Wodehouse,1963,5.0,32,3
2766,The Scarpetta Factor,Patricia Cornwell,2008,5.0,3,1
2767,Crocodile on the sandbank,Elizabeth Peters,1975,4.0,3,4
2768,The Funhouse,Dean Koontz,1980,5.0,48,2
2769,Rabbit hill,Robert Lawson,1944,4.0,1,0
2770,The Thin Red Line,James Jones,1962,4.0,2,4
2771,Nel mare ci sono i coccodrilli,Fabio Geda,2010,4.0,1,4
2772,Innocent in Death,Nora Roberts,2006,5.0,89,2
2773,The stone angel,Margaret Laurence,1964,4.0,1,4
2774,Damage,Josephine Hart,1991,5.0,1,1
2775,Stormy weather,Carl Hiaasen,1995,4.0,10,4
2776,The beast must die,Nicholas Blake,1938,5.0,2,3
2777,Fire and Ice,Erin Hunter,2003,5.0,5,1
2778,The autobiography of Miss Jane Pittman,Ernest J. Gaines,1971,5.0,3,1
2779,Midnight over Sanctaphrax,Paul Stewart,2001,4.0,5,4
2780,Ptolemy's Gate,Jonathan Stroud,2005,4.0,5,4
2781,Polar bears past bedtime,Mary Pope Osborne,1998,4.0,28,4
2782,Der Himmel kennt keine Günstlinge,Erich Maria Remarque,1950,5.0,11,3
2783,Mossflower (Redwall #2),Brian Jacques,1988,5.0,15,1
2784,Flora & Ulysses,Kate DiCamillo,2013,4.0,6,4
2785,Henry and Mudge,Cynthia Rylant,1987,4.0,4,4
2786,"Middle school, get me out of here!",James Patterson,2012,5.0,101,2
2787,Gregor and the Marks of Secret,Suzanne Collins,2006,5.0,9,1
2788,Penultimate Peril,Lemony Snicket,2005,5.0,14,1
2789,True colors,Kristin Hannah,2009,4.0,7,4
2790,The Hidden Oracle,Rick Riordan,2014,5.0,18,1
2791,The Cradle Will Fall,Mary Higgins Clark,1980,5.0,20,1
2792,The case of the gilded lily,Erle Stanley Gardner,1956,5.0,9,3
2793,The Shrinking Man,Richard Matheson,1962,5.0,3,3
2794,In the Midst of Life. Tales of Soldiers and Civilians [26 stories],Ambrose Bierce,1909,4.0,8,0
2795,Bitten,Kelley Armstrong,2001,5.0,2,1
2796,Peace at last,Jill Murphy,1980,5.0,2,1
2797,The owl service,Alan Garner,1967,4.0,1,4
2798,Les récrés du petit Nicolas,Jean-Jacques Sempé,1961,4.0,3,4
2799,The Little Island,Margaret Wise Brown,1946,4.0,7,0
2800,Amber Brown Goes Fourth,Paula Danziger,1991,5.0,9,1
2801,The murder house,James Patterson,2001,5.0,101,2
2802,10th Anniversary,James Patterson,2008,5.0,101,2
2803,Absolute Fear,Lisa Jackson,2007,5.0,5,1
2804,Happenstance,Carol Shields,1980,4.0,5,4
2805,Charlie Wilson's War,George Crile III,2003,5.0,1,1
2806,Dragonseye,Anne McCaffrey,1996,5.0,25,1
2807,Dragon's Fat Cat (Dragon Tales),Dav Pilkey,1992,5.0,22,1
2808,Doll's House,Rumer Godden,1948,5.0,6,3
2809,Sent i November,Tove Jansson,1970,5.0,9,1
2810,Fear The Worst,Linwood Barclay,2009,5.0,4,1
2811,A second chicken soup for the woman's soul,Jack Canfield,1996,5.0,1,1
2812,Brandbilen som försvann,Maj Sjöwall,1969,4.0,10,4
2813,The Magic Kingdom of Landover,Terry Brooks,1995,4.0,14,4
2814,A Widow for One Year,John Irving,1998,5.0,3,1
2815,The Escape,David Baldacci,1970,5.0,36,1
2816,Winter garden,Kristin Hannah,2010,4.0,7,4
2817,Jeder stirbt für sich allein,Hans Fallada,1948,5.0,1,3
2818,Bad Boy Brawly Brown (Easy Rawlins Mysteries),Walter Mosley,1900,5.0,9,3
2819,Excalibur,Bernard Cornwell,1997,5.0,27,1
2820,Trouble for Lucia,E. F. Benson,1939,4.0,3,0
2821,Lost Souls,Lisa Jackson,2008,5.0,5,1
2822,Franklin wants a pet,Paulette Bourgeois,1995,4.0,14,4
2823,Lucky Starr and the Oceans of Venus,Isaac Asimov,1963,5.0,25,3
2824,Pistols for Two,Georgette Heyer,1964,5.0,23,3
2825,Dhalgren,Samuel R. Delany,1975,4.0,5,4
2826,"Alex Cross, run",James Patterson,2012,5.0,101,2
